MAKE,MODEL,GRADE,CHASSIS NO,COLOUR,IMAGE_URL,ENGINE CC,MILEAGE,YEAR/MONTH,LOCATION,PRICE,FEATURES,YEAR,MAKE_MODEL,_feature_tokens,MONTH
LEXUS,LX600,UNKNOWN,8351,RED,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,3500,26094.0,2022,MOMBASA,4449978,"22 INCH ALLOY RIMS, 360 DEGREES CAMERA, 4WD, 7 SEATER, ABS, ALLOY RIMS, Blind spot monitoring (BSM), CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DOWNHILL ASSIST CONTROL, DRIVING MODE SELECTOR, ELECTRIC HANDBRAKE, FOG LIGHTS, HEADLIGHT WASHERS, HEATED /COOLED SEATS, HEATED STEERING WHEEL, HEIGHT CONTROL, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, LED HEADLIGHTS, LEXUS FLOOR CARPET, MEMORY SEATS, MULTI CLIMATE CONTROL, MULTI FUNCTIONAL STEERING, MULTILINGUAL CENTER CONSOLE, MULTIMEDIA CENTRE CONSOLE, PARKING SENSORS & CAMERAS, POWER BOOT, POWER DOOR LOCKS, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER SUNROOF, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, SIDE MIRROR INDICATORS, SOFT DOOR CLOSE, SUSPENSION CONTROL, TRACTION CONTROL, USB PORTS, WIRELESS CHARGER",2022,LEXUS LX600,"['22', 'inch', 'alloy', 'rims', '360', 'degrees', 'camera', '4wd', '7', 'seater', 'abs', 'alloy', 'rims', 'blind', 'spot', 'monitoring', 'bsm', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'downhill', 'assist', 'control', 'driving', 'mode', 'selector', 'electric', 'handbrake', 'fog', 'lights', 'headlight', 'washers', 'heated', 'cooled', 'seats', 'heated', 'steering', 'wheel', 'height', 'control', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'led', 'headlights', 'lexus', 'floor', 'carpet', 'memory', 'seats', 'multi', 'climate', 'control', 'multi', 'functional', 'steering', 'multilingual', 'center', 'console', 'multimedia', 'centre', 'console', 'parking', 'sensors', 'cameras', 'power', 'boot', 'power', 'door', 'locks', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'sunroof', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'side', 'mirror', 'indicators', 'soft', 'door', 'close', 'suspension', 'control', 'traction', 'control', 'usb', 'ports', 'wireless', 'charger']",6.0
LANDROVER,EVOQUE,UNKNOWN,90434,BLACK,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2000,140190.0,2018,NAIROBI,2709655,"360 DEGREES CAMERA, 5 SEATER, ABS, ALLOY RIMS, Blind spot monitoring (BSM), CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DIGITAL DISPLAY, DRIVING MODE SELECTOR, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, MEMORY SEATS, MOON ROOF, MULTIMEDIA CENTRE CONSOLE, PADDLE SHIFTERS, PARKING SENSORS, PARKING SENSORS & CAMERAS, POWER BOOT, POWER BOOT, POWER DOOR LOCKS, POWER PANORAMIC SUNROOF, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER SUNROOF, POWER WINDOW, PUSH  TO START, REAR SEAT ARMREST, REVERSE CAMERA, SIDE MIRROR INDICATORS, TRACTION CONTROL, USB PORT",2018,LANDROVER EVOQUE,"['360', 'degrees', 'camera', '5', 'seater', 'abs', 'alloy', 'rims', 'blind', 'spot', 'monitoring', 'bsm', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'digital', 'display', 'driving', 'mode', 'selector', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'memory', 'seats', 'moon', 'roof', 'multimedia', 'centre', 'console', 'paddle', 'shifters', 'parking', 'sensors', 'parking', 'sensors', 'cameras', 'power', 'boot', 'power', 'boot', 'power', 'door', 'locks', 'power', 'panoramic', 'sunroof', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'sunroof', 'power', 'window', 'push', 'to', 'start', 'rear', 'seat', 'armrest', 'reverse', 'camera', 'side', 'mirror', 'indicators', 'traction', 'control', 'usb', 'port']",5.0
BMW,X3,UNKNOWN,25702,BLUE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2000,120006.0,2018,NAIROBI,4861316,"12V ADAPTOR, 360 DEGREES CAMERA, 4 DOORS, 5 SEATER, ABS, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DIGITAL DISPLAY, DRIVING MODE SELECTOR, ELECTRIC HANDBRAKE, FOG LIGHTS, KEY START, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, LED HEADLIGHTS, MULTIMEDIA CENTRE CONSOLE, PADDLE SHIFTERS, PARKING SENSORS & CAMERAS, POWER BOOT, POWER DOOR LOCKS, POWER PANORAMIC SUNROOF, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, REVERSE CAMERA, SIDE MIRROR INDICATORS, TRACTION CONTROL",2018,BMW X3,"['12v', 'adaptor', '360', 'degrees', 'camera', '4', 'doors', '5', 'seater', 'abs', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'digital', 'display', 'driving', 'mode', 'selector', 'electric', 'handbrake', 'fog', 'lights', 'key', 'start', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'led', 'headlights', 'multimedia', 'centre', 'console', 'paddle', 'shifters', 'parking', 'sensors', 'cameras', 'power', 'boot', 'power', 'door', 'locks', 'power', 'panoramic', 'sunroof', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'reverse', 'camera', 'side', 'mirror', 'indicators', 'traction', 'control']",7.0
TOYOTA,TANK,UNKNOWN,9535,PEARL,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1000,38205.0,2018,KISUMU,4198496,"12V ADAPTOR, 4 DOORS, 5 SEATER, CUP HOLDER, FABRIC SEATS, KEYLESS ENTRY / EXIT, MANUAL SEATS CONTROL, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER SLIDING PASSENGER DOOR, POWER STEERING, POWER WINDOW, SIDE MIRROR INDICATORS",2018,TOYOTA TANK,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'cup', 'holder', 'fabric', 'seats', 'keyless', 'entry', 'exit', 'manual', 'seats', 'control', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'sliding', 'passenger', 'door', 'power', 'steering', 'power', 'window', 'side', 'mirror', 'indicators']",6.0
NISSAN,CUBE,UNKNOWN,3027,ORANGE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1500,63526.0,2018,NAIROBI,4075776,"12V ADAPTOR, 5 DOOR, 5 SEATER, ABS, CUP HOLDER, ECO MODE, FABRIC SEATS, FOG LIGHTS, KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PUSH  TO START, RADIO, TRACTION CONTROL",2018,NISSAN CUBE,"['12v', 'adaptor', '5', 'door', '5', 'seater', 'abs', 'cup', 'holder', 'eco', 'mode', 'fabric', 'seats', 'fog', 'lights', 'keyless', 'entry', 'exit', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'push', 'to', 'start', 'radio', 'traction', 'control']",9.0
TOYOTA,VOXY,UNKNOWN,58874,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1800,128504.0,2018,NAIROBI,2786108,"12V ADAPTOR, 5 DOOR, 7 SEATER, ABS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, ECO MODE, FABRIC SEATS, FOG LIGHTS, HEATED SEATS, HYBRID, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), MULTI FUNCTIONAL STEERING, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER SLIDING PASSENGER DOOR, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, SIDE MIRROR INDICATORS, TRACTION CONTROL, USB PORT, WINDOW CURTAINS",2018,TOYOTA VOXY,"['12v', 'adaptor', '5', 'door', '7', 'seater', 'abs', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'eco', 'mode', 'fabric', 'seats', 'fog', 'lights', 'heated', 'seats', 'hybrid', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'multi', 'functional', 'steering', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'sliding', 'passenger', 'door', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'side', 'mirror', 'indicators', 'traction', 'control', 'usb', 'port', 'window', 'curtains']",10.0
TOYOTA,ALLION,UNKNOWN,13666,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1800,113325.0,2019,MOMBASA,899580,"1 ZONE CLIMATE CONTROL, 12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, ALLOY RIMS, CLIMATE CONTROL SETTINGS, CUP HOLDER, DAYTIME RUNNING LED, DIGITAL INFOTAINMENT SYSTEM, DRIVER'S ARMREST WITH STORAGE, ECO MODE, FABRIC SEATS, FOG LIGHTS, LANE DEPARTURE WARNING SYSTEM (LDWS), MANUAL SEATS CONTROL, MULTI FUNCTIONAL STEERING, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, RADIO, REAR SEAT ARMREST, SIDE MIRROR INDICATORS, TRACTION CONTROL, XENON HEADLIGHTS",2019,TOYOTA ALLION,"['1', 'zone', 'climate', 'control', '12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'alloy', 'rims', 'climate', 'control', 'settings', 'cup', 'holder', 'daytime', 'running', 'led', 'digital', 'infotainment', 'system', 'driver', 's', 'armrest', 'with', 'storage', 'eco', 'mode', 'fabric', 'seats', 'fog', 'lights', 'lane', 'departure', 'warning', 'system', 'ldws', 'manual', 'seats', 'control', 'multi', 'functional', 'steering', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'radio', 'rear', 'seat', 'armrest', 'side', 'mirror', 'indicators', 'traction', 'control', 'xenon', 'headlights']",12.0
TOYOTA,HIACE,UNKNOWN,93065,RED,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2700,77535.0,2019,MOMBASA,1534887,"ABS, ACTIVE BRAKING SYSTEM, CLIMATE CONTROL SETTINGS, FABRIC SEATS, KEY START, LANE DEPARTURE WARNING SYSTEM (LDWS), MANUAL SEATS CONTROL, PASSENGER SLIDING DOOR, POWER DOOR LOCKS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, RADIO, TRACTION CONTROL, VAN",2019,TOYOTA HIACE,"['abs', 'active', 'braking', 'system', 'climate', 'control', 'settings', 'fabric', 'seats', 'key', 'start', 'lane', 'departure', 'warning', 'system', 'ldws', 'manual', 'seats', 'control', 'passenger', 'sliding', 'door', 'power', 'door', 'locks', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'radio', 'traction', 'control', 'van']",11.0
TOYOTA,C-HR,UNKNOWN,43795,BLACK,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1800,94240.0,2018,NAIROBI,1229336,"12V ADAPTOR, 5 SEATER, ABS, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, ELECTRIC HANDBRAKE, FOG LIGHTS, HEATED SEATS, HYBRID, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, LED HEADLIGHTS, MANUAL SEATS CONTROL, PARKING SENSORS & CAMERAS, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, REAR SPOILER, REVERSE CAMERA, SIDE MIRROR INDICATORS, TRACTION CONTROL, USB PORT",2018,TOYOTA C-HR,"['12v', 'adaptor', '5', 'seater', 'abs', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'electric', 'handbrake', 'fog', 'lights', 'heated', 'seats', 'hybrid', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'led', 'headlights', 'manual', 'seats', 'control', 'parking', 'sensors', 'cameras', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'rear', 'spoiler', 'reverse', 'camera', 'side', 'mirror', 'indicators', 'traction', 'control', 'usb', 'port']",8.0
TOYOTA,PREMIO,UNKNOWN,17422,BLUE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1500,99215.0,2019,KISUMU,3643199,"12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, CUP HOLDER, ECO MODE, FABRIC SEATS, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), MULTI FUNCTIONAL STEERING, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, RADIO, REVERSE CAMERA, REVERSE WARNING BUZZER, SIDE MIRROR INDICATORS, XENON HEADLIGHTS",2019,TOYOTA PREMIO,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'cup', 'holder', 'eco', 'mode', 'fabric', 'seats', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'multi', 'functional', 'steering', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'radio', 'reverse', 'camera', 'reverse', 'warning', 'buzzer', 'side', 'mirror', 'indicators', 'xenon', 'headlights']",4.0
TOYOTA,ALLION,UNKNOWN,9689,PEARL,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1500,60630.0,2018,MOMBASA,4401268,"1 ZONE CLIMATE CONTROL, 12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, CLIMATE CONTROL SETTINGS, CUP HOLDER, DIGITAL INFOTAINMENT SYSTEM, DRIVER'S ARMREST WITH STORAGE, ECO MODE, FABRIC SEATS, KEY START, MANUAL SEATS CONTROL, MULTI FUNCTIONAL STEERING, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, RADIO, REAR SEAT ARMREST, SIDE MIRROR INDICATORS, TRACTION CONTROL, XENON HEADLIGHTS",2018,TOYOTA ALLION,"['1', 'zone', 'climate', 'control', '12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'climate', 'control', 'settings', 'cup', 'holder', 'digital', 'infotainment', 'system', 'driver', 's', 'armrest', 'with', 'storage', 'eco', 'mode', 'fabric', 'seats', 'key', 'start', 'manual', 'seats', 'control', 'multi', 'functional', 'steering', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'radio', 'rear', 'seat', 'armrest', 'side', 'mirror', 'indicators', 'traction', 'control', 'xenon', 'headlights']",7.0
NISSAN,ADVAN,UNKNOWN,65842,ORANGE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1500,249146.0,2019,KISUMU,4363530,"12V ADAPTOR, 2ND ROW BENCH SEAT, 5 DOOR, 5 SEATER, CUP HOLDER, FABRIC SEATS, HALOGEN HEADLIGHTS, KEY START, LANE DEPARTURE WARNING SYSTEM (LDWS), POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, RADIO, TRACTION CONTROL",2019,NISSAN ADVAN,"['12v', 'adaptor', '2nd', 'row', 'bench', 'seat', '5', 'door', '5', 'seater', 'cup', 'holder', 'fabric', 'seats', 'halogen', 'headlights', 'key', 'start', 'lane', 'departure', 'warning', 'system', 'ldws', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'radio', 'traction', 'control']",2.0
TOYOTA,CROWN,UNKNOWN,1501,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2000,89620.0,2018,KISUMU,4476133,"12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, ALLOY RIMS, CLIMATE CONTROL SETTINGS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DUAL REAR EXHAUST, ELECTRIC HANDBRAKE, FABRIC SEATS, FOG LIGHTS, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LED HEADLIGHTS, MULTI FUNCTIONAL STEERING, PADDLE SHIFTERS, PARKING SENSORS & CAMERAS, POWER DOOR LOCKS, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, RADIO, SIDE MIRROR INDICATORS, TRACTION CONTROL, USB PORT, VOICE COMMAND MODE",2018,TOYOTA CROWN,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'alloy', 'rims', 'climate', 'control', 'settings', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'dual', 'rear', 'exhaust', 'electric', 'handbrake', 'fabric', 'seats', 'fog', 'lights', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'led', 'headlights', 'multi', 'functional', 'steering', 'paddle', 'shifters', 'parking', 'sensors', 'cameras', 'power', 'door', 'locks', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'radio', 'side', 'mirror', 'indicators', 'traction', 'control', 'usb', 'port', 'voice', 'command', 'mode']",12.0
TOYOTA,HARRIER,UNKNOWN,27547,WHITE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2500,140258.0,2021,NAIROBI,3244435,"12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, DRIVER'S ARMREST WITH STORAGE, ECO MODE, FOG LIGHTS, HYBRID, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, LED HEADLIGHTS, PARKING SENSORS & CAMERAS, POWER BOOT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, RADIO, SIDE MIRROR INDICATORS, TRACTION CONTROL, USB PORT",2021,TOYOTA HARRIER,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'driver', 's', 'armrest', 'with', 'storage', 'eco', 'mode', 'fog', 'lights', 'hybrid', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'led', 'headlights', 'parking', 'sensors', 'cameras', 'power', 'boot', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'radio', 'side', 'mirror', 'indicators', 'traction', 'control', 'usb', 'port']",6.0
TOYOTA,FIELDER,UNKNOWN,7741,RED,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1800,118510.0,2018,MOMBASA,2108857,"12V ADAPTOR, 4 DOORS, 5 SEATER, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, ECO MODE, FOG LIGHTS, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, REVERSE CAMERA, TRACTION CONTROL",2018,TOYOTA FIELDER,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'eco', 'mode', 'fog', 'lights', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'reverse', 'camera', 'traction', 'control']",4.0
SUBARU,OUTBACK,UNKNOWN,53520,BLACK,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,2500,119591.0,2018,KISUMU,1013788,"12V ADAPTOR, 4 DOORS, 5 SEATER, ABS, ALLOY RIMS, CRUISE CONTROL, DAYTIME RUNNING LED, ELECTRIC HANDBRAKE, EYESIGHT SENSORS, FOG LIGHTS, HALF LEATHER SEATS, HEATED SEATS, HEATED STEERING WHEEL, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LED HEADLIGHTS, MEMORY SEATS, PADDLE SHIFTERS, PARKING SENSORS & CAMERAS, POWER BOOT, POWER DOOR LOCKS, POWER SEATS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, ROOF RAILS, SIDE MIRROR INDICATORS, TRACTION CONTROL, USB PORT",2018,SUBARU OUTBACK,"['12v', 'adaptor', '4', 'doors', '5', 'seater', 'abs', 'alloy', 'rims', 'cruise', 'control', 'daytime', 'running', 'led', 'electric', 'handbrake', 'eyesight', 'sensors', 'fog', 'lights', 'half', 'leather', 'seats', 'heated', 'seats', 'heated', 'steering', 'wheel', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'led', 'headlights', 'memory', 'seats', 'paddle', 'shifters', 'parking', 'sensors', 'cameras', 'power', 'boot', 'power', 'door', 'locks', 'power', 'seats', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'roof', 'rails', 'side', 'mirror', 'indicators', 'traction', 'control', 'usb', 'port']",12.0
DAIHATSU,THOR,UNKNOWN,47178,BLUE,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1000,135668.0,2019,NAIROBI,2325332,"KEYLESS ENTRY / EXIT, PARKING SENSORS, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER SLIDING PASSENGER DOOR, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, TRACTION CONTROL",2019,DAIHATSU THOR,"['keyless', 'entry', 'exit', 'parking', 'sensors', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'sliding', 'passenger', 'door', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'traction', 'control']",3.0
TOYOTA,FIELDER,UNKNOWN,2190,PEARL,https://ahm-bucket.s3.eu-north-1.amazonaws.com/vehicles/2bJK0XgoaLh2CTt9Ac3ki0eKq7mLY713UuuuMB7L.jpeg,1500,104369.0,2018,NAIROBI,3612774,"12V ADAPTOR, 5 SEATER, ABS, ALLOY RIMS, CRUISE CONTROL, CUP HOLDER, DAYTIME RUNNING LED, ECO MODE, FOG LIGHTS, HYBRID, KEYLESS ENTRY / EXIT, LANE DEPARTURE WARNING SYSTEM (LDWS), LEATHER SEATS, MULTI FUNCTIONAL STEERING, PARKING SENSORS & CAMERAS, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, POWER WINDOW, PRE CRASH DETECTION ASSIST, PUSH  TO START, RADIO, REVERSE CAMERA, TRACTION CONTROL",2018,TOYOTA FIELDER,"['12v', 'adaptor', '5', 'seater', 'abs', 'alloy', 'rims', 'cruise', 'control', 'cup', 'holder', 'daytime', 'running', 'led', 'eco', 'mode', 'fog', 'lights', 'hybrid', 'keyless', 'entry', 'exit', 'lane', 'departure', 'warning', 'system', 'ldws', 'leather', 'seats', 'multi', 'functional', 'steering', 'parking', 'sensors', 'cameras', 'power', 'door', 'locks', 'power', 'side', 'mirrors', 'power', 'steering', 'power', 'window', 'pre', 'crash', 'detection', 'assist', 'push', 'to', 'start', 'radio', 'reverse', 'camera', 'traction', 'control']",11.0
